,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
412,413,3.044522437723423,FV,4.2633832685897595,8.390268497842571,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,6.07073772800249,Ex,TA,PConc,Ex,TA,Av,GLQ,6.361302477572996,Unf,0.0,6.794586580876499,7.293697720601438,GasA,Ex,Y,SBrkr,7.2991214627108,0.0,0.0,7.2991214627108,1,0.0,2,1,2,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0.0,4.976733742420574,0.0,0.0,0.0,None,None,0.0,6,2010,New,Partial,12.310437165348775
413,414,3.4339872044851463,RM,4.04305126783455,9.10063710688422,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.9167150203536085,6.9167150203536085,GasA,Gd,Y,FuseA,6.9363427358340495,0.0,0.0,6.9363427358340495,0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0.0,0.0,4.875197323201151,0.0,0.0,None,None,0.0,3,2010,WD,Normal,11.652696102959753
414,415,4.110873864173311,RL,4.0943445622221,9.326254996572539,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,3.9318256327243257,GLQ,6.2766434893416445,6.214608098422191,6.985641817639208,GasA,Ex,Y,SBrkr,6.985641817639208,6.925595197110468,0.0,7.6487397889562425,0,0.6931471805599453,2,1,3,0.6931471805599453,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,TA,TA,Y,5.2832037287379885,5.236441962829949,0.0,0.0,0.0,None,None,0.0,12,2008,WD,Normal,12.337105293891872
415,416,3.044522437723423,RL,4.30406509320417,9.093806555720231,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,7.183111701743281,7.201170883281678,GasA,Ex,Y,SBrkr,7.201170883281678,0.0,0.0,7.201170883281678,0,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2,396,TA,TA,Y,4.61512051684126,3.4339872044851463,0.0,0.0,0.0,None,None,0.0,8,2007,New,Partial,12.106997888588934
416,417,4.110873864173311,RL,4.31748811353631,8.967631665167133,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.318119993844216,TA,TA,CBlock,TA,TA,No,ALQ,5.3471075307174685,Unf,0.0,6.139884552226255,6.511745329644728,GasA,TA,Y,SBrkr,6.511745329644728,6.591673732008658,0.0,7.244941546337007,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,3,2006,WD,Normal,11.915058360753719
417,418,4.2626798770413155,RL,4.465908118654584,10.017753298664472,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,7.029087564149662,Unf,0.0,5.493061443340548,7.223295679562314,GasW,TA,N,FuseA,7.223295679562314,7.134890851565884,0.0,7.872836175025724,1,0.0,2,1,4,0.6931471805599453,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0.0,0.0,0.0,0.0,0.0,None,None,0.0,11,2007,WD,Normal,12.384223015005313
418,419,3.9318256327243257,RL,4.110873864173311,9.007121989469242,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,5.746203190540153,Unf,0.0,6.09807428216624,6.6293632534374485,GasA,Fa,N,FuseF,6.6293632534374485,5.937536205082426,0.0,7.034387929915503,1,0.0,1,1,3,0.6931471805599453,TA,7,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,P,0.0,0.0,0.0,0.0,0.0,None,None,0.0,4,2007,WD,AdjLand,11.744045122410057
419,420,3.044522437723423,RL,4.189654742026425,9.042040056544483,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.654152520183219,Unf,0.0,5.641907070938114,6.963189985870238,GasA,Ex,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0.0,4.454347296253507,5.220355825078324,0.0,0.0,None,None,0.0,7,2010,WD,Normal,11.863589378812122
420,421,4.51085950651685,RM,4.3694478524670215,8.862341963516347,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.303304908059076,TA,Gd,PConc,Gd,Gd,Gd,GLQ,7.177782416195197,Unf,0.0,3.58351893845611,7.20414929203594,GasA,Ex,Y,SBrkr,7.20414929203594,0.0,0.0,7.20414929203594,2,0.0,2,0,2,1.0986122886681098,TA,8,Typ,0,None,Attchd,1997.0,Fin,4,784,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,11,2008,WD,Alloca,12.237091546357338
421,422,3.044522437723423,RL,4.2633832685897595,9.719324300862802,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,4.844187086458591,Gd,TA,CBlock,Gd,TA,No,ALQ,7.1284959456800365,Unf,0.0,5.877735781779639,7.3796321526095525,GasA,Gd,Y,SBrkr,7.3796321526095525,0.0,0.0,7.3796321526095525,0,0.6931471805599453,2,0,3,0.6931471805599453,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,TA,TA,Y,5.484796933490655,0.0,0.0,0.0,0.0,None,None,0.0,6,2009,WD,Normal,12.278397958261774
422,423,3.044522437723423,RL,4.61512051684126,9.987415012471414,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.8966943316227125,6.8966943316227125,GasA,Ex,Y,FuseA,6.8966943316227125,0.0,0.0,6.8966943316227125,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,None,Attchd,1954.0,RFn,2,520,TA,TA,N,0.0,0.0,0.0,0.0,0.0,None,None,0.0,2,2008,WD,Normal,11.635151947212842
423,424,4.110873864173311,RL,4.394449154672439,9.127067452782361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.161207321695077,Gd,TA,PConc,Gd,TA,No,GLQ,6.894670039433482,Unf,0.0,6.184148890937483,7.293697720601438,GasA,Gd,Y,SBrkr,7.293697720601438,7.057036981697891,0.0,7.875119281040293,1,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0.0,4.204692619390966,0.0,0.0,0.0,None,None,0.0,6,2008,WD,Normal,12.660331092405906
424,425,3.044522437723423,RL,4.290459441148391,9.105090961257085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.31748811353631,TA,TA,CBlock,Gd,TA,No,LwQ,6.424869023905388,Unf,0.0,6.364750756851911,7.087573705557973,GasA,Gd,Y,FuseA,7.087573705557973,0.0,0.0,7.087573705557973,1,0.0,1,0,2,0.6931471805599453,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0.0,3.8066624897703196,0.0,0.0,0.0,None,None,0.0,5,2008,WD,Normal,11.842236406331555
425,426,4.110873864173311,RM,4.110873864173311,8.12533508671429,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.480044561926653,6.480044561926653,GasA,Gd,Y,SBrkr,6.56244409369372,6.52649485957079,0.0,7.237059026124737,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0.0,0.0,4.844187086458591,0.0,0.0,None,None,0.0,9,2009,WD,Normal,11.813037464800539
426,427,4.394449154672439,RL,4.2633832685897595,9.45727857185611,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.983606621708336,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.325807502595773,Unf,0.0,0.0,7.325807502595773,GasA,Gd,Y,SBrkr,7.405495663199472,0.0,0.0,7.405495663199472,1,0.6931471805599453,2,0,2,0.6931471805599453,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,4.394449154672439,0.0,0.0,0.0,5.983936280687191,None,None,0.0,8,2009,WD,Normal,12.524530013005734
427,428,3.044522437723423,RL,4.356708826689592,9.058819564334941,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.666426688112432,Unf,0.0,6.429719478039138,6.811244378601294,GasA,Ex,Y,SBrkr,6.811244378601294,0.0,0.0,6.811244378601294,0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,None,Detchd,1964.0,Unf,1,352,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,11.599185726610004
428,429,3.044522437723423,RL,4.174387269895637,8.81922185757494,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.6913478822291435,Gd,TA,PConc,Gd,TA,No,GLQ,6.499787040655854,Unf,0.0,6.300785794663244,7.097548850614793,GasA,Ex,Y,SBrkr,7.097548850614793,0.0,0.0,7.097548850614793,1,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2,628,TA,TA,Y,4.663439094112067,4.007333185232471,0.0,0.0,0.0,None,None,0.0,9,2007,New,Partial,12.182809136284991
429,430,3.044522437723423,RL,4.875197323201151,9.346443454968522,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,6.913737350659685,Unf,0.0,5.961005339623274,7.239214973779806,GasA,TA,Y,SBrkr,7.253470382684528,0.0,0.0,7.253470382684528,1,0.0,2,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,TA,TA,Y,0.0,0.0,5.135798437050262,0.0,0.0,None,None,0.0,3,2009,WD,Normal,12.07254696717504
430,431,5.081404364984463,RM,3.091042453358316,7.427144133408616,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.4510384535657,TA,TA,CBlock,TA,TA,No,ALQ,5.961005339623274,Unf,0.0,4.574710978503383,6.182084906716632,GasA,TA,Y,SBrkr,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0,0.0,1,1,2,0.6931471805599453,TA,4,Typ,0,None,Detchd,1971.0,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2008,COD,Abnorml,11.355113089309977
431,432,3.9318256327243257,RM,4.110873864173311,8.628197749459149,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.804614520062624,6.804614520062624,GasA,Gd,Y,SBrkr,6.9930151229329605,4.709530201312334,0.0,7.089243155027514,0,0.0,1,0,4,0.6931471805599453,TA,7,Typ,0,None,None,0.0,None,0,0,None,None,N,0.0,4.59511985013459,0.0,0.0,0.0,MnPrv,None,0.0,9,2008,ConLD,Abnorml,11.288543647320601
432,433,5.081404364984463,RM,3.2188758248682006,7.560601162768557,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.932245187448011,TA,TA,CBlock,TA,TA,No,ALQ,6.156978985585555,Unf,0.0,5.68697535633982,6.641182169740591,GasA,Ex,Y,SBrkr,6.641182169740591,6.398594934535208,0.0,7.2196420401307355,1,0.0,1,1,2,0.6931471805599453,TA,6,Min1,0,None,Detchd,1971.0,Unf,2,440,TA,TA,Y,5.484796933490655,3.6109179126442243,0.0,0.0,0.0,None,None,0.0,8,2007,WD,Normal,11.715874472198905
433,434,4.110873864173311,RL,4.61512051684126,9.290998274993637,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.831953565565855,6.831953565565855,GasA,Ex,Y,SBrkr,6.831953565565855,6.520621127558696,0.0,7.380879035564116,0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0.0,3.6109179126442243,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,12.10625783509458
434,435,5.198497031265826,RM,3.091042453358316,7.544861068658458,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,6.206575926724928,Unf,0.0,4.912654885736052,6.447305862541213,GasA,Gd,Y,SBrkr,6.447305862541213,0.0,0.0,6.447305862541213,1,0.0,1,0,1,0.6931471805599453,TA,3,Typ,0,None,None,0.0,None,0,0,None,None,Y,4.48863636973214,0.0,0.0,0.0,0.0,None,None,0.0,6,2008,WD,Normal,11.302216779257382
435,436,4.110873864173311,RL,3.784189633918261,9.275003885301905,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.955837369464831,ALQ,5.84354441703136,4.2626798770413155,6.684611727667927,GasA,Ex,Y,SBrkr,6.71901315438526,6.727431724850855,0.0,7.415776975415394,1,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,TA,TA,Y,5.0689042022202315,4.127134385045092,0.0,0.0,0.0,None,None,0.0,4,2009,ConLw,Normal,12.264346270624157
436,437,3.9318256327243257,RM,3.713572066704308,8.38958706681109,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,6.47543271670409,6.47543271670409,GasA,TA,Y,FuseA,6.5998704992128365,5.953243334287785,0.0,7.020190708311925,0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,None,Detchd,1990.0,Unf,2,440,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,10,2006,WD,Normal,11.661354090741
437,438,3.828641396489095,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.785587645007929,6.785587645007929,GasA,Gd,Y,SBrkr,6.807934943699926,0.0,0.0,6.807934943699926,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,None,Detchd,1926.0,Unf,1,180,TA,TA,Y,0.0,0.0,4.663439094112067,0.0,0.0,None,None,0.0,1,2009,WD,Normal,11.686887175419702
438,439,3.4339872044851463,RL,3.713572066704308,8.361941906144946,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,5.902633333401366,Unf,0.0,4.330733340286331,6.089044875446846,GasA,TA,N,SBrkr,6.543911845564792,0.0,0.0,6.543911845564792,0,0.0,1,0,2,0.6931471805599453,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Gd,TA,P,0.0,0.0,3.5553480614894135,0.0,0.0,MnPrv,None,0.0,3,2007,WD,Normal,11.411457364027745
439,440,3.9318256327243257,RL,4.219507705176107,9.42181611842271,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,6.529418838262226,6.529418838262226,GasA,Gd,Y,SBrkr,6.529418838262226,6.240275845170769,0.0,7.087573705557973,0,0.0,1,0,3,0.6931471805599453,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2,528,TA,TA,Y,0.0,3.8501476017100584,0.0,0.0,0.0,GdPrv,Shed,6.68586094706836,8,2009,ConLI,Normal,11.608244735642321
440,441,3.044522437723423,RL,4.663439094112067,9.644198554585564,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.477604243197589,ALQ,6.29156913955832,6.670766320845874,8.037543185118697,GasA,Ex,Y,SBrkr,7.784473235736469,0.0,0.0,7.784473235736469,1,0.0,2,0,2,0.6931471805599453,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,TA,TA,Y,0.0,4.290459441148391,0.0,0.0,5.14166355650266,None,None,0.0,4,2009,WD,Normal,13.22672519452875
441,442,4.51085950651685,RL,4.532599493153256,9.401704256754366,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.602118820879701,TA,TA,CBlock,TA,TA,No,ALQ,4.897839799950911,Unf,0.0,7.176254532017144,7.273092595999522,GasA,TA,N,FuseF,7.273092595999522,0.0,0.0,7.273092595999522,0,0.0,2,0,4,1.0986122886681098,Fa,8,Typ,0,None,None,0.0,None,0,0,None,None,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,9,2008,WD,Normal,11.678448377988165
442,443,3.9318256327243257,RM,3.970291913552122,8.738895704934043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.983789965258135,6.983789965258135,GasA,TA,Y,SBrkr,7.029087564149662,6.100318952020064,0.0,7.3613754289773485,0,0.0,2,0,3,0.6931471805599453,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2008,WD,Normal,12.000897933306716
443,444,4.795790545596741,RL,3.9889840465642745,8.274611946209552,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,4.290459441148391,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.138073034044347,7.138073034044347,GasA,Ex,Y,SBrkr,7.138073034044347,0.0,0.0,7.138073034044347,0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648,TA,TA,Y,4.976733742420574,2.833213344056216,0.0,0.0,0.0,None,None,0.0,6,2007,New,Partial,12.058158312538197
444,445,4.110873864173311,RL,4.2626798770413155,9.076923258535832,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,6.466144724237619,Unf,0.0,5.6131281063880705,6.82001636467413,GasA,Ex,Y,SBrkr,6.839476438228843,6.883462586413092,0.0,7.554334823725748,1,0.0,2,1,4,0.6931471805599453,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,4.976733742420574,4.897839799950911,0.0,0.0,0.0,None,None,0.0,7,2008,WD,Normal,12.25486757159303
445,446,3.044522437723423,RL,4.30406509320417,9.1958356857733,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.270312886079025,7.270312886079025,GasA,Fa,Y,SBrkr,7.432483807917119,0.0,0.0,7.432483807917119,0,0.0,1,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,MnPrv,None,0.0,11,2009,COD,Normal,11.755879486687116
446,447,3.044522437723423,RL,4.927253685157205,9.710691327448153,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,5.5134287461649825,Rec,6.570882962339584,6.324358962381311,7.325148957955575,GasA,Ex,Y,SBrkr,7.543802867501509,0.0,0.0,7.543802867501509,0,0.0,2,1,2,0.6931471805599453,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2010,WD,Normal,12.154784614286667
447,448,4.110873864173311,RL,4.2633832685897595,9.32500744695431,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.836259277277067,6.836259277277067,GasA,Gd,Y,SBrkr,6.863803391452954,6.836259277277067,0.0,7.54274354536855,0,0.0,2,1,4,0.6931471805599453,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431,TA,TA,Y,4.499809670330265,0.0,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Normal,12.20557752297723
448,449,3.9318256327243257,RM,3.9318256327243257,9.059633754551479,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.660575149839686,6.660575149839686,GasA,TA,Y,SBrkr,6.660575149839686,6.391917113392602,0.0,7.227662498728654,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,TA,TA,N,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2006,WD,Normal,11.691080018519527
449,450,3.9318256327243257,RM,3.9318256327243257,8.699681400989514,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,5.805134968916488,Unf,0.0,5.765191102784844,6.476972362889683,GasA,Ex,Y,SBrkr,6.522092798170152,6.22455842927536,0.0,7.076653815443951,0,0.0,1,1,2,0.6931471805599453,TA,6,Typ,0,None,Detchd,1981.0,Unf,1,308,TA,TA,Y,0.0,5.176149732573829,0.0,0.0,0.0,None,None,0.0,6,2007,WD,Normal,11.695255355062795
450,451,3.4339872044851463,RM,4.2626798770413155,8.645586406184636,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.70196036600254,6.70196036600254,GasA,Ex,Y,FuseA,6.70196036600254,0.0,0.0,6.70196036600254,0,0.0,1,0,2,0.6931471805599453,Gd,5,Typ,0,None,Detchd,1932.0,Unf,1,270,Fa,Fa,N,0.0,4.736198448394496,0.0,0.0,0.0,None,None,0.0,6,2006,WD,Normal,11.608244735642321
